customer_id,name,plan,monthly_spend,tenure_months,home_tower_id,tower_id,latitude,longitude,city,health_status,anomaly_experienced_count,is_on_unhealthy_tower,churned
C21214,Eta Samra,Basic_5GB,1038.09,70,T1045,T1045,19.041617030288958,72.94805647557712,Mumbai,Healthy,0,0,0
C21215,Vedhika Bahl,Unlimited,695.43,35,T1030,T1030,12.99871592770494,77.62670506809408,Bengaluru,Healthy,1,0,0
C21216,Banjeet Khurana,Unlimited,2323.71,39,T1037,T1037,28.52690785937098,77.2997725096253,Delhi,Healthy,0,0,0
C21217,Yashoda Chhabra,Standard_20GB,2524.12,49,T1026,T1026,13.018333489717769,80.27883827043385,Chennai,Healthy,0,0,0
C21218,Jackson Chaudhry,Premium_100GB,715.15,43,T1001,T1001,28.53352426257309,77.129087049642,Delhi,Healthy,0,0,0
C21219,Faraj Choudhry,Basic_5GB,6603.79,47,T1025,T1025,28.509918874028973,77.29217705038093,Delhi,Unhealthy,0,1,0
C21220,Vidhi Rajan,Basic_5GB,5313.14,37,T1014,T1014,13.05420059965723,80.25816516160235,Chennai,Healthy,0,0,0
C21221,Gaurangi Bhardwaj,Basic_5GB,6859.06,33,T1028,T1028,12.92907087281669,77.58377094225962,Bengaluru,Healthy,0,0,0
C21222,Vamakshi Bhatia,Unlimited,2669.03,15,T1026,T1026,13.018333489717769,80.27883827043385,Chennai,Healthy,0,0,0
C21223,Abhiram Sidhu,Premium_100GB,4005.26,31,T1013,T1013,13.01591161005511,80.20334529669032,Chennai,Healthy,0,0,0
C21224,Brijesh Samra,Standard_20GB,2828.56,24,T1001,T1001,28.53352426257309,77.129087049642,Delhi,Healthy,0,0,0
C21225,Yoshita Som,Premium_100GB,688.0,13,T1022,T1022,28.570299130145017,77.1258696041448,Delhi,Healthy,0,0,0
C21226,Logan Contractor,Unlimited,4487.3,21,T1046,T1046,28.587758677810275,77.21375286662766,Delhi,Unhealthy,0,1,0
C21227,Hemangini Varty,Unlimited,7831.16,58,T1035,T1035,28.53740991908231,77.20763735769783,Delhi,Healthy,0,0,0
C21228,Hemal Madan,Premium_100GB,6228.96,49,T1001,T1001,28.53352426257309,77.129087049642,Delhi,Healthy,0,0,0
C21229,Udyati Gole,Standard_20GB,7085.05,57,T1008,T1008,12.93990344119929,77.62464901721242,Bengaluru,Healthy,0,0,0
C21230,Ekta Pant,Unlimited,3499.38,4,T1045,T1045,19.041617030288958,72.94805647557712,Mumbai,Healthy,0,0,0
C21231,Balvan Bera,Premium_100GB,6836.87,26,T1025,T1025,28.509918874028973,77.29217705038093,Delhi,Unhealthy,0,1,1
C21232,Aadhya Dhaliwal,Premium_100GB,7095.8,28,T1009,T1009,19.07128836279437,72.86222737490004,Mumbai,Unhealthy,0,1,0
C21233,Vinaya Keer,Basic_5GB,2041.28,50,T1033,T1033,19.147865118274986,72.93988551203643,Mumbai,Healthy,0,0,0
C21234,Brinda Bains,Unlimited,4426.9,31,T1039,T1039,28.57559611623694,77.18562856328342,Delhi,Healthy,0,0,0
C21235,Elijah Das,Basic_5GB,2957.11,48,T1009,T1009,19.07128836279437,72.86222737490004,Mumbai,Unhealthy,0,1,0
C21236,Gautam Singh,Premium_100GB,3534.53,65,T1037,T1037,28.52690785937098,77.2997725096253,Delhi,Healthy,0,0,0
C21237,Zayan Tak,Premium_100GB,7503.5,17,T1036,T1036,28.51231226115647,77.16809191568898,Delhi,Healthy,0,0,0
C21238,Utkarsh Raju,Unlimited,336.95,47,T1039,T1039,28.57559611623694,77.18562856328342,Delhi,Healthy,0,0,0
C21239,Sai Wali,Standard_20GB,7897.81,2,T1045,T1045,19.041617030288958,72.94805647557712,Mumbai,Healthy,0,0,0
C21240,Ucchal Boase,Premium_100GB,5848.06,3,T1039,T1039,28.57559611623694,77.18562856328342,Delhi,Healthy,0,0,0
C21241,Peter Kalita,Premium_100GB,1235.41,18,T1007,T1007,28.610000621939115,77.29976806308876,Delhi,Healthy,0,0,0
C21242,Ati Saha,Standard_20GB,7745.59,33,T1043,T1043,12.993855983198662,77.6259189313666,Bengaluru,Healthy,1,0,0
C21243,Jasmit Manda,Basic_5GB,5348.63,6,T1029,T1029,13.069496530670513,80.20572406593942,Chennai,Healthy,0,0,0
C21244,Nidra Banerjee,Premium_100GB,3804.39,71,T1009,T1009,19.07128836279437,72.86222737490004,Mumbai,Unhealthy,0,1,0
C21245,Vinaya Oak,Basic_5GB,4258.61,50,T1024,T1024,28.683406618513967,77.12076926840687,Delhi,Healthy,0,0,0
C21246,Onveer Batta,Unlimited,613.31,3,T1041,T1041,19.01369620236482,72.83553383971655,Mumbai,Healthy,0,0,0
C21247,Pushti Bhasin,Premium_100GB,2446.98,47,T1037,T1037,28.52690785937098,77.2997725096253,Delhi,Healthy,0,0,0
C21248,Advay Kaul,Unlimited,3575.49,52,T1021,T1021,13.02769764742668,77.62745366548258,Bengaluru,Healthy,0,0,0
C21249,Veer Keer,Premium_100GB,7875.7,56,T1015,T1015,19.095481599030936,72.8056778156077,Mumbai,Healthy,0,0,0
C21250,Zaitra Srinivasan,Basic_5GB,1932.9,35,T1024,T1024,28.683406618513967,77.12076926840687,Delhi,Healthy,0,0,0
C21251,Jai Kakar,Standard_20GB,3090.88,65,T1015,T1015,19.095481599030936,72.8056778156077,Mumbai,Healthy,0,0,0
C21252,Osha Mishra,Basic_5GB,1187.66,17,T1043,T1043,12.993855983198662,77.6259189313666,Bengaluru,Healthy,1,0,0
C21253,Warinder Sangha,Basic_5GB,2713.46,53,T1027,T1027,19.079402149123208,72.91569286619138,Mumbai,Healthy,0,0,0
C21254,Radhika Thakkar,Premium_100GB,6833.13,53,T1031,T1031,19.111136234270827,72.83193144170211,Mumbai,Healthy,0,0,0
C21255,Damini Lal,Unlimited,6501.5,9,T1007,T1007,28.610000621939115,77.29976806308876,Delhi,Healthy,0,0,0
C21256,Chandresh Nagar,Standard_20GB,7380.54,21,T1016,T1016,12.981535478694678,77.55241247636768,Bengaluru,Healthy,1,0,0
C21257,Tanvi Gole,Premium_100GB,5206.25,27,T1044,T1044,28.6071416758286,77.1576108996647,Delhi,Unhealthy,0,1,0
C21258,Chatresh Menon,Premium_100GB,1399.35,54,T1009,T1009,19.07128836279437,72.86222737490004,Mumbai,Unhealthy,0,1,0
C21259,Saumya Tripathi,Unlimited,6708.24,5,T1048,T1048,19.129969470149558,72.88423945036011,Mumbai,Healthy,0,0,1
C21260,Harita Narasimhan,Basic_5GB,2506.83,48,T1023,T1023,12.935275554960178,77.5767429679547,Bengaluru,Unhealthy,0,1,0
C21261,Sneha Bhandari,Premium_100GB,1316.1,46,T1021,T1021,13.02769764742668,77.62745366548258,Bengaluru,Healthy,0,0,0
C21262,Udant Sani,Basic_5GB,6198.31,60,T1004,T1004,13.00034409162078,77.55642614044618,Bengaluru,Healthy,0,0,0
C21263,Laksh Kakar,Unlimited,982.97,63,T1020,T1020,28.50278945562401,77.26156907446276,Delhi,Healthy,0,0,0
C21264,Amara Jain,Basic_5GB,1178.33,3,T1008,T1008,12.93990344119929,77.62464901721242,Bengaluru,Healthy,0,0,0
C21265,Maanas Sarkar,Standard_20GB,7808.23,35,T1048,T1048,19.129969470149558,72.88423945036011,Mumbai,Healthy,0,0,0
C21266,Laksh Sant,Basic_5GB,4888.47,16,T1040,T1040,19.12596670726637,72.88051027309317,Mumbai,Healthy,0,0,0
C21267,Ekanta Saran,Basic_5GB,6881.39,25,T1045,T1045,19.041617030288958,72.94805647557712,Mumbai,Healthy,0,0,0
C21268,Pratyush Sura,Basic_5GB,2319.57,41,T1010,T1010,13.027407874069294,80.26537542842367,Chennai,Unhealthy,0,1,0
C21269,Abeer Sachdeva,Unlimited,7187.45,44,T1005,T1005,12.9156127437866,77.60282601647768,Bengaluru,Healthy,0,0,0
C21270,Riya Bala,Premium_100GB,1056.74,69,T1017,T1017,13.029181558561362,80.22806739947332,Chennai,Healthy,0,0,0
C21271,Ronith Dugal,Basic_5GB,1962.76,32,T1048,T1048,19.129969470149558,72.88423945036011,Mumbai,Healthy,0,0,0
C21272,Chaitaly Bath,Basic_5GB,2656.48,6,T1003,T1003,12.954368465260934,77.59563002387812,Bengaluru,Healthy,0,0,1
C21273,William Kalita,Standard_20GB,6887.02,62,T1044,T1044,28.6071416758286,77.1576108996647,Delhi,Unhealthy,0,1,0
C21274,Yashodhara Murthy,Unlimited,4317.38,69,T1023,T1023,12.935275554960178,77.5767429679547,Bengaluru,Unhealthy,0,1,0
C21275,Hema Goswami,Premium_100GB,5035.77,14,T1022,T1022,28.570299130145017,77.1258696041448,Delhi,Healthy,0,0,0
C21276,Orinder Mane,Standard_20GB,6834.19,57,T1036,T1036,28.51231226115647,77.16809191568898,Delhi,Healthy,0,0,0
C21277,Wakeeta Dubey,Unlimited,4685.99,25,T1016,T1016,12.981535478694678,77.55241247636768,Bengaluru,Healthy,1,0,1
C21278,Darsh Bansal,Basic_5GB,3977.66,17,T1005,T1005,12.9156127437866,77.60282601647768,Bengaluru,Healthy,0,0,0
C21279,Chakradev Sandhu,Basic_5GB,6930.61,15,T1045,T1045,19.041617030288958,72.94805647557712,Mumbai,Healthy,0,0,0
C21280,Omisha Gill,Basic_5GB,7603.99,20,T1004,T1004,13.00034409162078,77.55642614044618,Bengaluru,Healthy,0,0,0
C21281,Gopal Wadhwa,Unlimited,3431.99,66,T1027,T1027,19.079402149123208,72.91569286619138,Mumbai,Healthy,0,0,0
C21282,Tanish Malhotra,Premium_100GB,2865.04,33,T1025,T1025,28.509918874028973,77.29217705038093,Delhi,Unhealthy,0,1,0
C21283,Lila Mani,Standard_20GB,3436.37,6,T1004,T1004,13.00034409162078,77.55642614044618,Bengaluru,Healthy,0,0,0
C21284,Daksh Bal,Premium_100GB,2790.7,51,T1039,T1039,28.57559611623694,77.18562856328342,Delhi,Healthy,0,0,0
C21285,Yashvi Chand,Basic_5GB,5784.82,2,T1017,T1017,13.029181558561362,80.22806739947332,Chennai,Healthy,0,0,0
C21286,Aadhya Ganesan,Premium_100GB,2932.75,11,T1040,T1040,19.12596670726637,72.88051027309317,Mumbai,Healthy,0,0,1
C21287,Dhruv Bhagat,Unlimited,3716.01,44,T1000,T1000,19.041812178251856,72.9302714580966,Mumbai,Healthy,0,0,0
C21288,Siya Lata,Unlimited,4788.72,55,T1019,T1019,28.60387565720649,77.13121231134181,Delhi,Healthy,0,0,0
C21289,Adya Narasimhan,Standard_20GB,7258.38,14,T1025,T1025,28.509918874028973,77.29217705038093,Delhi,Unhealthy,0,1,0
C21290,Umang Varty,Unlimited,2478.11,70,T1006,T1006,13.042623276281724,80.23720852431478,Chennai,Healthy,0,0,0
C21291,Henry Dutta,Premium_100GB,1231.97,65,T1045,T1045,19.041617030288958,72.94805647557712,Mumbai,Healthy,0,0,0
C21292,Parth Agrawal,Unlimited,1806.67,25,T1033,T1033,19.147865118274986,72.93988551203643,Mumbai,Healthy,0,0,0
C21293,Lohit Walia,Unlimited,6289.82,43,T1000,T1000,19.041812178251856,72.9302714580966,Mumbai,Healthy,0,0,0
C21294,Raghav Shere,Premium_100GB,4956.16,62,T1018,T1018,13.016560059757204,77.56755670675297,Bengaluru,Unhealthy,0,1,1
C21295,Bishakha Anand,Premium_100GB,3573.74,38,T1016,T1016,12.981535478694678,77.55241247636768,Bengaluru,Healthy,1,0,0
C21296,Nimrat Gera,Standard_20GB,761.71,16,T1044,T1044,28.6071416758286,77.1576108996647,Delhi,Unhealthy,0,1,0
C21297,Garima Kamdar,Standard_20GB,7625.1,14,T1034,T1034,28.52821554211284,77.25885676527254,Delhi,Unhealthy,0,1,0
C21298,Alexander Mand,Standard_20GB,6655.58,16,T1008,T1008,12.93990344119929,77.62464901721242,Bengaluru,Healthy,0,0,0
C21299,Sachi Behl,Standard_20GB,3165.36,12,T1034,T1034,28.52821554211284,77.25885676527254,Delhi,Unhealthy,0,1,0
C21300,Advaith Chaudry,Premium_100GB,7903.58,12,T1017,T1017,13.029181558561362,80.22806739947332,Chennai,Healthy,0,0,0
C21301,Chandani Kale,Basic_5GB,4466.14,10,T1036,T1036,28.51231226115647,77.16809191568898,Delhi,Healthy,0,0,0
C21302,Vidhi Bedi,Unlimited,4393.75,57,T1033,T1033,19.147865118274986,72.93988551203643,Mumbai,Healthy,0,0,0
C21303,Frado Nadig,Basic_5GB,4307.45,4,T1011,T1011,19.00641247153387,72.83795253569993,Mumbai,Healthy,1,0,1
C21304,Chaitanya Rattan,Premium_100GB,5036.97,56,T1010,T1010,13.027407874069294,80.26537542842367,Chennai,Unhealthy,0,1,0
C21305,Maanas Tandon,Unlimited,6430.82,33,T1045,T1045,19.041617030288958,72.94805647557712,Mumbai,Healthy,0,0,0
C21306,Fitan Korpal,Unlimited,385.34,66,T1012,T1012,13.023810211330176,80.21192951781012,Chennai,Healthy,0,0,0
C21307,Yutika Sem,Standard_20GB,858.19,19,T1021,T1021,13.02769764742668,77.62745366548258,Bengaluru,Healthy,0,0,0
C21308,Frado Pathak,Unlimited,7448.11,1,T1018,T1018,13.016560059757204,77.56755670675297,Bengaluru,Unhealthy,0,1,0
C21309,Saumya Date,Standard_20GB,6251.32,6,T1019,T1019,28.60387565720649,77.13121231134181,Delhi,Healthy,0,0,0
C21310,Ekanta Sarin,Standard_20GB,3287.04,44,T1044,T1044,28.6071416758286,77.1576108996647,Delhi,Unhealthy,0,1,0
C21311,Naveen Naik,Premium_100GB,5624.6,50,T1032,T1032,28.51312326199266,77.12862480666897,Delhi,Healthy,0,0,0
C21312,Ayushman Shroff,Premium_100GB,740.91,3,T1013,T1013,13.01591161005511,80.20334529669032,Chennai,Healthy,0,0,0
C21313,Raagini Prasad,Unlimited,5276.81,10,T1032,T1032,28.51312326199266,77.12862480666897,Delhi,Healthy,0,0,0
C21314,Riya De,Unlimited,1527.37,26,T1034,T1034,28.52821554211284,77.25885676527254,Delhi,Unhealthy,0,1,1
C21315,Gayathri Kashyap,Premium_100GB,7235.42,55,T1046,T1046,28.587758677810275,77.21375286662766,Delhi,Unhealthy,0,1,0
C21316,Gaurang Chakrabarti,Unlimited,942.13,68,T1048,T1048,19.129969470149558,72.88423945036011,Mumbai,Healthy,0,0,0
C21317,Waida Sarna,Unlimited,7753.34,9,T1043,T1043,12.993855983198662,77.6259189313666,Bengaluru,Healthy,1,0,1
C21318,Anusha Srinivasan,Premium_100GB,476.96,8,T1038,T1038,13.034349083727689,77.59992581648865,Bengaluru,Healthy,0,0,0
C21319,Owen Nadkarni,Standard_20GB,1395.43,56,T1044,T1044,28.6071416758286,77.1576108996647,Delhi,Unhealthy,0,1,0
C21320,Gauri Keer,Basic_5GB,349.32,59,T1011,T1011,19.00641247153387,72.83795253569993,Mumbai,Healthy,1,0,0
C21321,Damini Garde,Unlimited,4850.58,69,T1044,T1044,28.6071416758286,77.1576108996647,Delhi,Unhealthy,0,1,0
C21322,Samuel Narang,Basic_5GB,5073.91,18,T1017,T1017,13.029181558561362,80.22806739947332,Chennai,Healthy,0,0,0
C21323,Darsh Ranganathan,Standard_20GB,7066.86,42,T1037,T1037,28.52690785937098,77.2997725096253,Delhi,Healthy,0,0,0
C21324,Ishanvi More,Unlimited,3644.88,12,T1017,T1017,13.029181558561362,80.22806739947332,Chennai,Healthy,0,0,1
C21325,Eshana Dutta,Basic_5GB,2184.13,19,T1018,T1018,13.016560059757204,77.56755670675297,Bengaluru,Unhealthy,0,1,0
C21326,Zaitra Pall,Unlimited,1095.84,42,T1048,T1048,19.129969470149558,72.88423945036011,Mumbai,Healthy,0,0,0
C21327,Yachana Deo,Premium_100GB,4723.17,30,T1023,T1023,12.935275554960178,77.5767429679547,Bengaluru,Unhealthy,0,1,0
C21328,Madhavi Khare,Premium_100GB,7785.61,34,T1007,T1007,28.610000621939115,77.29976806308876,Delhi,Healthy,0,0,0
C21329,Ijaya Kothari,Premium_100GB,1683.33,21,T1000,T1000,19.041812178251856,72.9302714580966,Mumbai,Healthy,0,0,0
C21330,Pranav Sur,Basic_5GB,7516.52,45,T1010,T1010,13.027407874069294,80.26537542842367,Chennai,Unhealthy,0,1,0
C21331,Balendra Narayan,Premium_100GB,5775.85,33,T1040,T1040,19.12596670726637,72.88051027309317,Mumbai,Healthy,0,0,0
C21332,Elijah Sankar,Unlimited,5805.07,19,T1022,T1022,28.570299130145017,77.1258696041448,Delhi,Healthy,0,0,0
C21333,Rachita Bains,Premium_100GB,7370.23,13,T1035,T1035,28.53740991908231,77.20763735769783,Delhi,Healthy,0,0,0
C21334,Wazir Palla,Basic_5GB,4434.38,30,T1011,T1011,19.00641247153387,72.83795253569993,Mumbai,Healthy,1,0,0
C21335,Anmol Prashad,Standard_20GB,1637.43,27,T1005,T1005,12.9156127437866,77.60282601647768,Bengaluru,Healthy,0,0,0
C21336,Charan Wable,Unlimited,5404.59,24,T1002,T1002,12.961702667587774,77.59965517818893,Bengaluru,Healthy,1,0,0
C21337,Alka Manda,Unlimited,2357.27,67,T1026,T1026,13.018333489717769,80.27883827043385,Chennai,Healthy,0,0,0
C21338,Hemal Narula,Basic_5GB,4804.43,40,T1017,T1017,13.029181558561362,80.22806739947332,Chennai,Healthy,0,0,0
C21339,Ekapad Babu,Premium_100GB,7149.07,44,T1001,T1001,28.53352426257309,77.129087049642,Delhi,Healthy,0,0,0
C21340,William Gour,Premium_100GB,2261.28,66,T1019,T1019,28.60387565720649,77.13121231134181,Delhi,Healthy,0,0,0
C21341,Victor Goyal,Standard_20GB,6820.22,67,T1028,T1028,12.92907087281669,77.58377094225962,Bengaluru,Healthy,0,0,0
C21342,Naveen Shanker,Unlimited,7878.84,50,T1003,T1003,12.954368465260934,77.59563002387812,Bengaluru,Healthy,0,0,0
C21343,Isha Saran,Basic_5GB,4008.38,11,T1040,T1040,19.12596670726637,72.88051027309317,Mumbai,Healthy,0,0,0
C21344,Meera Khare,Unlimited,2182.37,62,T1005,T1005,12.9156127437866,77.60282601647768,Bengaluru,Healthy,0,0,0
C21345,Nakul Dayal,Unlimited,2737.45,33,T1031,T1031,19.111136234270827,72.83193144170211,Mumbai,Healthy,0,0,0
C21346,Urishilla Wable,Standard_20GB,7810.86,14,T1020,T1020,28.50278945562401,77.26156907446276,Delhi,Healthy,0,0,1
C21347,Alexander Toor,Standard_20GB,7080.82,26,T1042,T1042,13.02905334666557,80.28486841405483,Chennai,Healthy,0,0,0
C21348,Chatura Acharya,Standard_20GB,3112.98,32,T1039,T1039,28.57559611623694,77.18562856328342,Delhi,Healthy,0,0,0
C21349,Hitesh Kothari,Unlimited,1939.74,35,T1023,T1023,12.935275554960178,77.5767429679547,Bengaluru,Unhealthy,0,1,0
C21350,Kevin Tandon,Standard_20GB,6330.28,62,T1024,T1024,28.683406618513967,77.12076926840687,Delhi,Healthy,0,0,0
C21351,Qarin Tara,Premium_100GB,3160.72,67,T1008,T1008,12.93990344119929,77.62464901721242,Bengaluru,Healthy,0,0,0
C21352,Alexander Pathak,Standard_20GB,3159.56,52,T1006,T1006,13.042623276281724,80.23720852431478,Chennai,Healthy,0,0,0
C21353,Pranit Wagle,Unlimited,4579.94,47,T1014,T1014,13.05420059965723,80.25816516160235,Chennai,Healthy,0,0,0
C21354,Waida Dugar,Unlimited,3218.31,7,T1041,T1041,19.01369620236482,72.83553383971655,Mumbai,Healthy,0,0,0
C21355,Jhalak Kapur,Unlimited,6957.91,51,T1009,T1009,19.07128836279437,72.86222737490004,Mumbai,Unhealthy,0,1,0
C21356,Anya Bassi,Premium_100GB,4044.54,54,T1013,T1013,13.01591161005511,80.20334529669032,Chennai,Healthy,0,0,0
C21357,Balveer Sankaran,Unlimited,6903.36,48,T1018,T1018,13.016560059757204,77.56755670675297,Bengaluru,Unhealthy,0,1,0
C21358,Vihaan Gaba,Basic_5GB,4686.37,42,T1000,T1000,19.041812178251856,72.9302714580966,Mumbai,Healthy,0,0,0
C21359,Harish Panchal,Unlimited,6427.21,5,T1014,T1014,13.05420059965723,80.25816516160235,Chennai,Healthy,0,0,0
C21360,Caleb Chakraborty,Standard_20GB,6073.5,39,T1008,T1008,12.93990344119929,77.62464901721242,Bengaluru,Healthy,0,0,0
C21361,Advika Wali,Unlimited,2160.81,42,T1029,T1029,13.069496530670513,80.20572406593942,Chennai,Healthy,0,0,0
C21362,Ikshita Prakash,Basic_5GB,2342.23,53,T1049,T1049,19.056050794276302,72.87180681526907,Mumbai,Healthy,0,0,0
C21363,Aarav Thaker,Basic_5GB,6898.89,26,T1045,T1045,19.041617030288958,72.94805647557712,Mumbai,Healthy,0,0,0
C21364,Zehaan Gill,Standard_20GB,3764.35,64,T1027,T1027,19.079402149123208,72.91569286619138,Mumbai,Healthy,0,0,0
C21365,Chaman Prabhu,Premium_100GB,1661.32,9,T1023,T1023,12.935275554960178,77.5767429679547,Bengaluru,Unhealthy,0,1,0
C21366,Om Roy,Premium_100GB,3802.28,17,T1026,T1026,13.018333489717769,80.27883827043385,Chennai,Healthy,0,0,0
C21367,Aryan Dasgupta,Basic_5GB,7390.84,29,T1006,T1006,13.042623276281724,80.23720852431478,Chennai,Healthy,0,0,0
C21368,Adweta Dass,Unlimited,2184.16,48,T1022,T1022,28.570299130145017,77.1258696041448,Delhi,Healthy,0,0,0
C21369,Yatin Bora,Unlimited,3900.17,20,T1016,T1016,12.981535478694678,77.55241247636768,Bengaluru,Healthy,1,0,0
C21370,Samaksh Dubey,Premium_100GB,1104.99,34,T1008,T1008,12.93990344119929,77.62464901721242,Bengaluru,Healthy,0,0,0
C21371,Gauri Majumdar,Basic_5GB,1771.84,15,T1026,T1026,13.018333489717769,80.27883827043385,Chennai,Healthy,0,0,0
C21372,Zayan Gera,Unlimited,5670.89,56,T1014,T1014,13.05420059965723,80.25816516160235,Chennai,Healthy,0,0,0
C21373,Vanya Pandya,Standard_20GB,288.9,67,T1025,T1025,28.509918874028973,77.29217705038093,Delhi,Unhealthy,0,1,0
C21374,Zarna Lad,Standard_20GB,4193.29,60,T1034,T1034,28.52821554211284,77.25885676527254,Delhi,Unhealthy,0,1,0
C21375,Gaurang Sidhu,Basic_5GB,3946.34,20,T1000,T1000,19.041812178251856,72.9302714580966,Mumbai,Healthy,0,0,0
C21376,Veer Natarajan,Standard_20GB,1877.88,21,T1020,T1020,28.50278945562401,77.26156907446276,Delhi,Healthy,0,0,0
C21377,Jagdish Sidhu,Standard_20GB,775.89,38,T1000,T1000,19.041812178251856,72.9302714580966,Mumbai,Healthy,0,0,0
C21378,Oni Wagle,Standard_20GB,3413.53,52,T1030,T1030,12.99871592770494,77.62670506809408,Bengaluru,Healthy,1,0,0
C21379,Darsh Kadakia,Premium_100GB,7991.17,1,T1010,T1010,13.027407874069294,80.26537542842367,Chennai,Unhealthy,0,1,1
C21380,Ria Date,Standard_20GB,7540.18,70,T1005,T1005,12.9156127437866,77.60282601647768,Bengaluru,Healthy,0,0,0
C21381,Chameli Agarwal,Unlimited,4313.24,31,T1032,T1032,28.51312326199266,77.12862480666897,Delhi,Healthy,0,0,0
C21382,Gopal Wason,Premium_100GB,3784.48,55,T1015,T1015,19.095481599030936,72.8056778156077,Mumbai,Healthy,0,0,0
C21383,Radhika Dugar,Premium_100GB,7072.73,27,T1024,T1024,28.683406618513967,77.12076926840687,Delhi,Healthy,0,0,0
C21384,Gopal Sachdev,Premium_100GB,7626.04,54,T1017,T1017,13.029181558561362,80.22806739947332,Chennai,Healthy,0,0,0
C21385,Sai Kaul,Basic_5GB,3169.13,2,T1022,T1022,28.570299130145017,77.1258696041448,Delhi,Healthy,0,0,0
C21386,Jhalak Bansal,Basic_5GB,914.24,18,T1020,T1020,28.50278945562401,77.26156907446276,Delhi,Healthy,0,0,0
C21387,Maya Bhakta,Unlimited,1804.78,52,T1045,T1045,19.041617030288958,72.94805647557712,Mumbai,Healthy,0,0,0
C21388,Ekaja Dani,Basic_5GB,6307.15,53,T1018,T1018,13.016560059757204,77.56755670675297,Bengaluru,Unhealthy,0,1,0
C21389,Kamya Gaba,Basic_5GB,2090.13,53,T1031,T1031,19.111136234270827,72.83193144170211,Mumbai,Healthy,0,0,0
C21390,Yashasvi Sandal,Standard_20GB,942.03,25,T1008,T1008,12.93990344119929,77.62464901721242,Bengaluru,Healthy,0,0,0
C21391,Priya Shetty,Basic_5GB,1283.85,47,T1017,T1017,13.029181558561362,80.22806739947332,Chennai,Healthy,0,0,0
C21392,Neha Barad,Basic_5GB,1356.26,19,T1004,T1004,13.00034409162078,77.55642614044618,Bengaluru,Healthy,0,0,0
C21393,Kamala Menon,Unlimited,4262.71,23,T1000,T1000,19.041812178251856,72.9302714580966,Mumbai,Healthy,0,0,0
C21394,Bachittar Agate,Premium_100GB,3510.72,36,T1019,T1019,28.60387565720649,77.13121231134181,Delhi,Healthy,0,0,0
C21395,Anya Sabharwal,Premium_100GB,7074.52,22,T1024,T1024,28.683406618513967,77.12076926840687,Delhi,Healthy,0,0,0
C21396,Caleb Kulkarni,Standard_20GB,6110.39,71,T1002,T1002,12.961702667587774,77.59965517818893,Bengaluru,Healthy,1,0,0
C21397,Chanakya Jhaveri,Standard_20GB,4198.47,2,T1014,T1014,13.05420059965723,80.25816516160235,Chennai,Healthy,0,0,0
C21398,Jalsa Khalsa,Basic_5GB,7123.52,1,T1036,T1036,28.51231226115647,77.16809191568898,Delhi,Healthy,0,0,0
C21399,Anika Rana,Standard_20GB,2120.0,2,T1016,T1016,12.981535478694678,77.55241247636768,Bengaluru,Healthy,1,0,1
C21400,Ekantika Roy,Standard_20GB,3690.22,12,T1020,T1020,28.50278945562401,77.26156907446276,Delhi,Healthy,0,0,0
C21401,Nidra Natt,Standard_20GB,2145.33,12,T1020,T1020,28.50278945562401,77.26156907446276,Delhi,Healthy,0,0,0
C21402,Kalpit Deol,Basic_5GB,7865.68,41,T1037,T1037,28.52690785937098,77.2997725096253,Delhi,Healthy,0,0,0
C21403,Nathan Das,Premium_100GB,1788.71,60,T1021,T1021,13.02769764742668,77.62745366548258,Bengaluru,Healthy,0,0,0
C21404,Anjali Bhandari,Unlimited,7551.67,69,T1027,T1027,19.079402149123208,72.91569286619138,Mumbai,Healthy,0,0,0
C21405,Jonathan Mall,Basic_5GB,6788.0,10,T1002,T1002,12.961702667587774,77.59965517818893,Bengaluru,Healthy,1,0,0
C21406,Chaitaly Kaur,Standard_20GB,3775.72,15,T1021,T1021,13.02769764742668,77.62745366548258,Bengaluru,Healthy,0,0,0
C21407,Nachiket Edwin,Unlimited,3001.69,9,T1031,T1031,19.111136234270827,72.83193144170211,Mumbai,Healthy,0,0,0
C21408,Triya Dhillon,Premium_100GB,4636.43,47,T1005,T1005,12.9156127437866,77.60282601647768,Bengaluru,Healthy,0,0,0
C21409,Hritik Grover,Basic_5GB,729.77,27,T1042,T1042,13.02905334666557,80.28486841405483,Chennai,Healthy,0,0,0
C21410,Meghana Chatterjee,Basic_5GB,6115.22,60,T1028,T1028,12.92907087281669,77.58377094225962,Bengaluru,Healthy,0,0,0
C21411,Brinda Gole,Basic_5GB,5944.73,68,T1034,T1034,28.52821554211284,77.25885676527254,Delhi,Unhealthy,0,1,0
C21412,Chatura Bose,Unlimited,1222.91,44,T1006,T1006,13.042623276281724,80.23720852431478,Chennai,Healthy,0,0,0
C21413,Nandini Gupta,Premium_100GB,745.16,20,T1012,T1012,13.023810211330176,80.21192951781012,Chennai,Healthy,0,0,0
C21414,Zilmil Dayal,Standard_20GB,1273.01,22,T1020,T1020,28.50278945562401,77.26156907446276,Delhi,Healthy,0,0,0
C21415,Brinda Deo,Basic_5GB,7517.91,57,T1007,T1007,28.610000621939115,77.29976806308876,Delhi,Healthy,0,0,0
C21416,Zayan Krishna,Premium_100GB,4074.93,56,T1013,T1013,13.01591161005511,80.20334529669032,Chennai,Healthy,0,0,0
